Czas,Tetno_BPM
2026-02-05 20:34:20,70.59
2026-02-05 20:34:21,97.09
2026-02-05 20:34:21,110.29
2026-02-05 20:34:22,104.53
2026-02-05 20:34:22,113.21
2026-02-05 20:34:23,103.09
2026-02-05 20:34:23,148.51
2026-02-05 20:34:24,111.11
2026-02-05 20:34:24,142.18
2026-02-05 20:34:25,114.07
2026-02-05 20:34:25,147.78
2026-02-05 20:34:26,123.97
2026-02-05 20:34:26,155.44
2026-02-05 20:34:27,121.95
2026-02-05 20:34:27,148.51
2026-02-05 20:34:28,112.78
2026-02-05 20:34:28,92.59
2026-02-05 20:34:29,73.71
2026-02-05 20:34:30,90.63
2026-02-05 20:34:30,98.68
2026-02-05 20:34:31,143.54
2026-02-05 20:34:31,111.94
2026-02-05 20:34:32,94.94
2026-02-05 20:34:32,103.45
2026-02-05 20:34:33,102.74
2026-02-05 20:34:33,153.85
2026-02-05 20:34:34,114.94
2026-02-05 20:34:34,144.23
2026-02-05 20:34:35,110.7
2026-02-05 20:34:36,94.64
2026-02-05 20:34:36,105.26
2026-02-05 20:34:37,99.67
2026-02-05 20:34:37,148.51
2026-02-05 20:34:38,111.52
2026-02-05 20:34:38,144.23
2026-02-05 20:34:39,111.94
2026-02-05 20:34:39,149.25
2026-02-05 20:34:40,114.5
2026-02-05 20:34:40,151.52
2026-02-05 20:34:41,107.91
2026-02-05 20:34:41,140.19
2026-02-05 20:34:42,102.39
2026-02-05 20:34:42,135.75
2026-02-05 20:34:42,111.94
2026-02-05 20:34:43,139.53
2026-02-05 20:34:43,108.7
2026-02-05 20:34:44,129.87
2026-02-05 20:34:44,162.16
2026-02-05 20:34:45,81.08
2026-02-05 20:34:46,96.46
2026-02-05 20:34:46,74.63
2026-02-05 20:34:47,95.54
2026-02-05 20:34:48,92.02
2026-02-05 20:34:48,118.58
2026-02-05 20:34:48,177.51
2026-02-05 20:34:49,118.11
2026-02-05 20:34:49,134.53
2026-02-05 20:34:50,99.01
2026-02-05 20:34:51,85.71
2026-02-05 20:34:52,93.17
2026-02-05 20:34:52,110.7
2026-02-05 20:34:52,166.67
2026-02-05 20:34:53,99.01
2026-02-05 20:34:54,73.71
2026-02-05 20:34:55,59.76
2026-02-05 20:34:56,79.37
2026-02-05 20:34:56,107.91
2026-02-05 20:34:56,186.34
2026-02-05 20:34:57,106.76
2026-02-05 20:34:58,121.46
2026-02-05 20:34:58,92.31
2026-02-05 20:34:59,140.19
2026-02-05 20:34:59,103.45
2026-02-05 20:35:00,85.96
2026-02-05 20:35:01,92.59
2026-02-05 20:35:01,97.09
2026-02-05 20:35:01,142.18
