Czas,Tetno_BPM
2026-02-05 20:29:05,94.04
2026-02-05 20:29:06,138.89
2026-02-05 20:29:06,110.7
2026-02-05 20:29:07,88.5
2026-02-05 20:29:07,101.01
2026-02-05 20:29:08,99.67
2026-02-05 20:29:08,152.28
2026-02-05 20:29:09,129.87
2026-02-05 20:29:09,160.43
2026-02-05 20:29:10,127.12
2026-02-05 20:29:11,91.74
2026-02-05 20:29:11,103.09
2026-02-05 20:29:12,98.36
2026-02-05 20:29:12,150.0
2026-02-05 20:29:12,123.97
2026-02-05 20:29:13,158.73
2026-02-05 20:29:13,123.46
2026-02-05 20:29:14,150.75
2026-02-05 20:29:14,116.28
2026-02-05 20:29:15,148.51
2026-02-05 20:29:15,126.05
2026-02-05 20:29:15,160.43
2026-02-05 20:29:16,132.16
2026-02-05 20:29:16,161.29
2026-02-05 20:29:17,125.52
2026-02-05 20:29:17,153.06
2026-02-05 20:29:18,117.65
2026-02-05 20:29:19,99.34
2026-02-05 20:29:19,77.12
2026-02-05 20:29:20,67.72
2026-02-05 20:29:21,68.03
2026-02-05 20:29:22,68.97
2026-02-05 20:29:23,69.44
2026-02-05 20:29:24,69.28
2026-02-05 20:29:25,70.09
2026-02-05 20:29:25,72.12
2026-02-05 20:29:26,95.54
2026-02-05 20:29:26,106.38
2026-02-05 20:29:27,98.68
2026-02-05 20:29:28,76.92
2026-02-05 20:29:29,66.96
2026-02-05 20:29:30,67.42
2026-02-05 20:29:31,70.26
2026-02-05 20:29:32,71.94
2026-02-05 20:29:32,73.17
2026-02-05 20:29:33,70.59
2026-02-05 20:29:34,69.61
2026-02-05 20:29:35,69.44
2026-02-05 20:29:36,71.77
2026-02-05 20:29:37,71.77
2026-02-05 20:29:38,69.93
2026-02-05 20:29:38,67.57
2026-02-05 20:29:39,90.91
2026-02-05 20:29:39,102.74
2026-02-05 20:29:40,101.01
2026-02-05 20:29:41,82.87
2026-02-05 20:29:42,77.32
2026-02-05 20:29:42,80.43
2026-02-05 20:29:43,79.37
2026-02-05 20:29:44,74.26
2026-02-05 20:29:45,68.03
2026-02-05 20:29:46,64.1
2026-02-05 20:29:47,64.66
2026-02-05 20:29:48,69.44
2026-02-05 20:29:48,72.64
2026-02-05 20:29:49,79.79
2026-02-05 20:29:49,118.58
2026-02-05 20:29:50,157.07
2026-02-05 20:29:50,166.67
2026-02-05 20:29:51,101.35
2026-02-05 20:29:52,80.65
2026-02-05 20:29:53,71.26
2026-02-05 20:29:53,90.63
2026-02-05 20:29:53,107.91
2026-02-05 20:29:54,100.67
2026-02-05 20:29:55,77.72
2026-02-05 20:29:56,65.5
2026-02-05 20:29:57,66.08
2026-02-05 20:29:58,70.42
2026-02-05 20:29:59,75.38
2026-02-05 20:29:59,75.95
2026-02-05 20:30:00,98.36
2026-02-05 20:30:00,123.97
2026-02-05 20:30:01,93.17
2026-02-05 20:30:02,110.29
2026-02-05 20:30:02,86.46
2026-02-05 20:30:03,85.47
2026-02-05 20:30:04,64.38
2026-02-05 20:30:05,80.43
2026-02-05 20:30:05,92.59
2026-02-05 20:30:06,96.77
2026-02-05 20:30:07,77.52
2026-02-05 20:30:07,94.04
2026-02-05 20:30:08,112.78
2026-02-05 20:30:08,109.89
2026-02-05 20:30:09,118.11
2026-02-05 20:30:09,129.31
2026-02-05 20:30:09,188.68
2026-02-05 20:30:10,149.25
2026-02-05 20:30:10,145.63
2026-02-05 20:30:11,138.25
2026-02-05 20:30:12,101.01
2026-02-05 20:30:13,65.79
2026-02-05 20:30:13,77.92
2026-02-05 20:30:13,111.52
2026-02-05 20:30:14,361.45
2026-02-05 20:30:14,422.54
2026-02-05 20:30:14,222.22
2026-02-05 20:30:14,267.86
2026-02-05 20:30:15,144.23
2026-02-05 20:30:15,191.08
2026-02-05 20:30:15,156.25
2026-02-05 20:30:15,300.0
2026-02-05 20:30:16,173.41
2026-02-05 20:30:16,198.68
2026-02-05 20:30:17,168.54
2026-02-05 20:30:17,263.16
2026-02-05 20:30:17,230.77
2026-02-05 20:30:18,175.44
2026-02-05 20:30:18,208.33
2026-02-05 20:30:18,254.24
2026-02-05 20:30:19,115.83
2026-02-05 20:30:19,140.19
2026-02-05 20:30:20,102.04
2026-02-05 20:30:20,148.51
2026-02-05 20:30:21,104.17
2026-02-05 20:30:21,145.63
2026-02-05 20:30:21,171.43
2026-02-05 20:30:21,303.03
2026-02-05 20:30:22,230.77
2026-02-05 20:30:22,291.26
2026-02-05 20:30:22,322.58
2026-02-05 20:30:22,329.67
2026-02-05 20:30:22,352.94
2026-02-05 20:30:23,326.09
2026-02-05 20:30:23,240.0
2026-02-05 20:30:23,267.86
2026-02-05 20:30:24,149.25
2026-02-05 20:30:24,209.79
2026-02-05 20:30:24,205.48
2026-02-05 20:30:24,441.18
2026-02-05 20:30:24,291.26
2026-02-05 20:30:25,215.83
2026-02-05 20:30:25,232.56
2026-02-05 20:30:25,291.26
2026-02-05 20:30:25,476.19
2026-02-05 20:30:25,280.37
2026-02-05 20:30:26,133.33
2026-02-05 20:30:27,115.38
2026-02-05 20:30:27,145.63
2026-02-05 20:30:27,258.62
2026-02-05 20:30:27,329.67
2026-02-05 20:30:27,379.75
2026-02-05 20:30:27,422.54
2026-02-05 20:30:28,280.37
2026-02-05 20:30:28,193.55
2026-02-05 20:30:28,214.29
2026-02-05 20:30:29,280.37
2026-02-05 20:30:29,508.47
2026-02-05 20:30:29,291.26
2026-02-05 20:30:29,204.08
2026-02-05 20:30:29,236.22
2026-02-05 20:30:30,236.22
2026-02-05 20:30:30,400.0
2026-02-05 20:30:30,309.28
2026-02-05 20:30:30,441.18
2026-02-05 20:30:31,177.51
2026-02-05 20:30:31,234.38
2026-02-05 20:30:31,208.33
2026-02-05 20:30:31,230.77
2026-02-05 20:30:32,128.76
2026-02-05 20:30:32,127.66
